title,provider,rating,url,level,price,description,skill_tags,duration_weeks,effort_hours,category,language,certificate,enrolled
Introduction to Ambulatory Healthcare Management,Johns Hopkins University,4.9,https://www.coursera.org/learn/ambulatory-healthcare-management,beginner level,3800,this course is part of johns hopkins medical office manager professional certificate,"['Telehealth', 'Clinic Management Systems', 'Patient Flow', 'Health Systems', 'Practice Management', 'Medical Terminology', 'Healthcare Industry Knowledge', 'Primary Care', 'Health Care Administration']",3.0,5.0,health,english,1,5926.0
Health Across the Gender Spectrum,Stanford University,4.8,https://www.coursera.org/learn/health-gender-spectrum,beginner level,6000,this course offers an intimate story based introduction to the experiences of six transgender children and their families through illustrated stories and short teaching videos learners will gain a better understanding of gender identity and the gender spectrum stanford physicians k 12 educators and transgender faculty members offer practical tips for parents teachers healthcare providers and anyone who wants to help create a more gender expansive environment one in which all people can live authentically as a global community of unique individuals we can begin to build a world that is ready to nurture and love each and every child due to the sensitive nature of the story based course content we have chosen not to offer course certificates for this course simply put we feel that the thoughts ideas and sentiments of these remarkable children and their families are priceless we are confident that like us you will end up learning more from them than you could ever imagine together we can lay a stronger foundation for all children join us as we explore health across the gender spectrum additional note when submitting answers to quizzes you may be asked to enter your full legal name this feature is primarily for verification purposes for courses that offer a certificate on coursera so it does not really apply to this course we recognize that for some individuals the name they use does not match the one on their legal documents please feel free to enter the name you normally use in these boxes i have learned a lot about transgender children which i have no problem with accepting anybody no matter what they re going through the reason why i say that is because i am 100 people person i would love to provide this course to the faculty and staff at the school district where i work i felt that i had an understanding of transgender but i was wrong i truly enjoyed this course incredible job with this course it provided so many different stories to support teaching diversity and inclusivity all of the narratives were thoughtfully created and emotional thank you,"['Toileting', 'Child Development', 'Patient Education and Support', 'Diversity Awareness', 'Cultural Sensitivity', 'Healthcare Ethics', 'Parent Communication', 'Working With Children', 'Child Health', 'Pediatrics']",2.0,8.0,health,english,0,39113.0
Sustainable Building: Design and Specification,"Parsons School of Design, The New School",4.9,https://www.coursera.org/learn/sustainable-building-design-and-specification,intermediate level,5700,this course is part of healthier materials and sustainable building specialization,"['Environment Health And Safety', 'Product Lifecycle Management', 'Design', 'Innovation', 'Product Testing', 'Environment and Resource Management', 'Chemistry', 'Environmental Issue', 'Building Codes']",1.0,5.5,health,english,1,2147.0
Child Nutrition and Cooking,Stanford University,4.8,https://www.coursera.org/learn/childnutrition,beginner level,0,eating patterns that begin in childhood affect health and well being across the lifespan the culture of eating has changed significantly in recent decades especially in parts of the world where processed foods dominate our dietary intake this course examines contemporary child nutrition and the impact of the individual decisions made by each family the health risks associated with obesity in childhood are also discussed participants will learn what constitutes a healthy diet for children and adults and how to prepare simple delicious foods aimed at inspiring a lifelong celebration of easy home cooked meals this course will help prepare participants to be the leading health providers teachers and parents of the present and future the text and other material in this course may include the opinion of the specific instructor and are not statements of advice endorsement opinion or information of stanford university finished it in 3 days i particularly enjoyed the recipes i highly recommend this course for busy moms who still want to make the effort to prepare simple and quick home cooked meals for their kids es un excelente curso para reforzar cosas que se dan por sentadas o simplemente no sabas trucos simples para realizar una comida saludable y tips para lograr una mejor convivencia nutricional it was really happy to attend this course i learned a lot of knowledge thorough these lessons i am willing to recommend this course to other students thank you for letting know this course,"['Food and Beverage', 'Nutrition and Diet', 'Cooking', 'Community Health', 'Parent Communication', 'Working With Children', 'Nutrition Education', 'Child Health', 'Food Safety and Sanitation']",2.0,11.0,health,english,1,516363.0
In the footsteps of Zika approaching the unknown,University of Geneva,4.7,https://www.coursera.org/learn/zika,intermediate level,5400,welcome welcome to this on demand mooc in the footsteps of zika approaching the unknown this mooc has been produced by universit de genve www unige ch institut pasteur www pasteur fr universit paris descartes www parisdescartes fr and centre virchow villerm virchowvillerme eu with the help of the intervention of faculty members and international experts we will explore together the recent zika phenomenon a previously rare benign virus that recently turned unexpectedly into the limelight when on the 1st of february 2016 it was declared by the who as a public health emergency of international concern as this outbreak is still ongoing and under close investigation this mooc has the opportunity to be an open learning experience that will follow the marked developments and new discoveries over time this mooc will bring you to the heart of the zika outbreak and invite you to this adventure in uncharted territories moreover we invite you to join the interactive dialogue among participants and facilitators through a community of practice which promotes questions critical thinking participatory learning as well as interrelated and ongoing collaborative information let us learn hand in hand all together to go further in finding clues and eventually solutions course description this interdisciplinary course is divided into 8 modules available in 4 languages subtitles in english french portuguese spanish each module is organized around a central topic that will help those who take the course to develop their skills and knowledge each module provides interviews with specialists quizes recommended readings online videos and web links this mooc will cover a range of topics such as epidemiology historical and geographical dispersion of the virus and its vectors through globalization and climate change its modes of transmission but also the symptoms diagnosis and treatment the different types of preventive measures will be also covered a special module will focus on possible neurological adverse effects such as the risk for birth defects microcephaly in pregnant women while another one will examine the peripheral nerve paralysis called the guillain barr syndrome the fact that zika presents a significant threat to political and economic stabilities and thus reinforces social inequity through south america will be addressed the revolution in cultural religious and legal norms in front of the expansion of zika will be also debated finally the last two modules will state the role recommendations and response measures of policy makers and public health organizations under the light of medias an informative course on the social and financial implications due to zika as well as the factors leading to an epidemic of zika virus appreciated the multidimensional view of zika and all the factors of the disease transmission thank you an interesting and fun course thanks dr quincy,"['Economics', 'Health Disparities', 'Maternal Health', 'Media and Communications', 'Public Health and Disease Prevention', 'Public Health', 'Neurology', 'Infectious Diseases', 'Social Studies', 'Environmental Science']",1.0,5.5,health,english,1,5816.0
Introduction to Small Molecule Drug Discovery & Development,University of Cape Town,4.8,https://www.coursera.org/learn/drug-discovery-development,beginner level,2300,the different stages of drug discovery and development including the tools and technologies influencing how we think about new medicines,"['Medical Science and Research', 'Clinical Trials', 'Emerging Technologies', 'Chemistry', 'New Product Development', 'Clinical Research', 'Infectious Diseases', 'Pharmacology', 'Regulatory Compliance', 'Pharmaceuticals']",2.0,6.0,health,english,1,7005.0
Material Chemistry and Sustainable Building,"Parsons School of Design, The New School",4.7,https://www.coursera.org/learn/material-chemistry-and-sustainable-building,intermediate level,0,this course is part of healthier materials and sustainable building specialization,"['Environmental Science', 'Hazard Communication (HazCom)', 'Risk Analysis', 'Risk Management', 'Pollution Prevention', 'Chemistry', 'Environmental Issue', 'Building Design', 'Architecture and Construction']",1.0,5.5,health,english,1,0.0
Contemporary Biology,University of North Texas,4.8,https://www.coursera.org/learn/contemporary-biology,beginner level,3700,this course is an introduction to biology as it applies to our everyday life learners will explore the interplay between science and self through a personalized case study of themselves and their environment by the end of the course learners will be able to recognize the interactions among natural phenomena and the implications of the scientific principles behind the physical world and their experiences living in it this course is really interesting i learned a lot overall the content was thorough an interesting that being said there were quite a few grammatical errors in the readings that should have been caught great course of biology serious work needed to read text course and understand concepts,"['Life Sciences', 'Molecular Biology', 'Respiration', 'Microbiology', 'Experimentation', 'General Science and Research', 'Biology', 'Environmental Science']",1.0,5.5,health,english,1,7424.0
Genomics: Decoding the Universal Language of Life,University of Illinois Urbana-Champaign,4.6,https://www.coursera.org/learn/genomics-research,beginner level,5300,what is a genome a genome contains all of the information that a cell needs to develop function and reproduce itself and all the information needed for those cells to come together to form a person plant or animal genomes contain an organism s complete set of genes and also the even tinier genetic structures that help regulate when and how those genes are used the ability to regrow a torn ligament the clues that might predict the onset of mental illness the nutritional potential of crops and even the history of life itself are all encoded in genomes by taking this course you will discover how scientists are deciphering the language of genomes to learn how to develop sustainable food and fuel supplies improve disease treatment and prevention and protect our environment professor robinson is the main instructor for this course in addition each module features several guest instructors these guest instructors come from diverse fields of studybiology physics computer science and many othersand pursue diverse research goals yet they share a common interest in genomic approaches and technologies the guest instructors include elizabeth lisa ainsworth associate professor of plant biology mark band director of the functional genomics facility alison bell associate professor of animal biology jenny drnevich functional genomics bioinformatics specialist with high performance biological computing christopher fields associate director of high performance biological computing bruce fouke director of the roy j carver biotechnology center glenn fried director of the carl r woese institute for genomic biology core facilities nigel goldenfeld professor of physics brendan harley assistant professor of chemical and biomolecular engineering alvaro hernandez director of the high throughput sequencing and genotyping facility victor jongeneel former ncsa director of bioinformatics and former director of high performance biological computing kingsley boateng senior research specialist with the carl r woese institute for genomic biology core facilities stephen long professor of plant biology and crop sciences ruby mendenhall associate professor of african american studies william metcalf professor of microbiology karen sears assistant professor of animal biology saurabh sinha associate professor of computer science lisa stubbs professor of cell and developmental biology rachel whitaker associate professor of microbiology derek wildman professor of molecular and integrative physiology peter yau director of the protein sciences facility hello myself mili pateli really enjoyed this course all in this course satisfying and just want to say it s beyond my expectation thank you amazing course with highly experienced and trained faculty i am really happy this course helped me better understand genomics the instructors used simple language and were easy to understand i highly recommend this course to anyone interested,"['Health Systems', 'Precision Medicine', 'Microbiology', 'Experimentation', 'Molecular Biology', 'Data Processing', 'Biology', 'Environment', 'Environmental Science', 'Bioinformatics', 'Scientific Visualization']",4.0,7.0,health,english,1,44481.0
Program Design & Evaluation for Health Systems Strengthening,Johns Hopkins University,4.7,https://www.coursera.org/learn/program-design-and-evaluation-for-health-systems-strengthening,intermediate level,2000,this course is part of evaluating large scale health programs specialization,"['Program Evaluation', 'Governance', 'Health Systems', 'Community Health', 'Research Design', 'Health Policy', 'Public Health', 'Data Collection', 'Systems Thinking', 'Health Care Administration']",3.0,4.0,health,english,1,3271.0
Evidence-based Toxicology,Johns Hopkins University,4.7,https://www.coursera.org/learn/evidence-based-toxicology,beginner level,5600,welcome to the evidence based toxicology ebt course in medicine and healthcare evidence based medicine has revolutionized the way that information is evaluated transparently and objectively over the past ten years a movement in north america and europe has attempted to translate this revolution to the field of toxicology the center for alternatives to animal testing caat within the department of environmental health and engineering at the johns hopkins bloomberg school of public health hosts the first chair for ebt and the secretariat for the ebt collaboration on both sides of the atlantic based on the cochrane collaboration in evidence based medicine the ebt collaboration was established at the caat to foster the development of a process for quality assurance of new toxicity tests for the assessment of safety in humans and the environment regulatory safety sciences have undergone remarkably little change in the past fifty years at the same time our knowledge in the life sciences is doubling about every seven years systematic review and related evidence based approaches are beginning to be adapted by regulatory agencies like the environment protection agency epa the european food safety authority efsa and the us national toxicology program they provide transparent objective and consistent tools to identify select appraise and extract evidence across studies this course will showcase these emerging efforts and address opportunities and challenges to the expanded use of these tools within toxicology thanks for the opportunity to be part of those who will benefit from their awesome course the course was very well thought out and very informative quite informative and exposed me to a whole new horizon in the ever blooming world of toxicology i would like to thank dr thomas hartung and his team at john hopkins for making this possible,"['Risk Analysis', 'Statistical Methods', 'Biostatistics', 'Chemistry', 'Bioinformatics', 'Environmental Science', 'Laboratory Research', 'Research Methodologies', 'Safety Assurance', 'Verification And Validation']",2.0,6.0,health,english,1,10710.0
Sensory Science: Conducting Tests,"University of California, Davis",4.9,https://www.coursera.org/learn/sensory-science-conducting-tests,intermediate level,4300,this course is part of essentials of sensory science specialization,"['Technical Communication', 'Recruitment', 'Laboratory Experience', 'Target Market', 'Product Testing', 'Research Design', 'Data Analysis', 'Experimentation', 'Consumer Behaviour', 'Data Collection']",1.0,5.5,health,english,1,0.0
Molecular Evolution (Bioinformatics IV),University of California San Diego,4.5,https://www.coursera.org/learn/molecular-evolution,intermediate level,3600,this course is part of bioinformatics specialization,"['Algorithms', 'Tree Maps', 'Molecular Biology', 'Graph Theory', 'Taxonomy', 'Statistical Analysis', 'Bioinformatics']",2.0,8.0,health,english,1,17475.0
Medical Cannabis for Pain Control,Technion - Israel Institute of Technology,4.4,https://www.coursera.org/learn/medical-cannabis-pain-control,beginner level,2100,cannabis is a group of flowering plants that has been long used for industrial recreational and medical purposes when relating to its medical use the terms medical cannabis or medical marijuana has become prevalent in this course we will use the term medical cannabis nowadays medical cannabis involves multiple medical disciplines such as neuroscience pain pharmacology oncology psychiatry and more moreover it has cultural agricultural and social legal and political implications this course will give you a solid ground to understand the whole picture by completing this course you will gain a broad understanding and knowledge base related to medical use of cannabis for pain control you will be exposed to a wide range of topics such as historical use of cannabis in ancient times botanic aspects of the plants and potential benefits and risks associated with its medical use to both individuals and society i m glad i was able to participate in this course i definitely increased my knowledge with it thanks excelleent course i had so much fun while learning even under these conditions excuse my english stay safe an thank you so much i am so happy that this course and school was suggested to me i was apprehensive to jump back into lessons and tests etc but i m really grateful i did helping my career and mind,"['Medical Science and Research', 'Ancient History', 'Psychiatry', 'Patient Safety', 'Chronic Diseases', 'Oncology', 'World History', 'Chemistry', 'Biology', 'Neurology', 'Pharmacology']",2.0,6.0,health,english,1,17418.0
Fixing Healthcare Delivery 2.0: Advanced Lean,University of Florida,4.7,https://www.coursera.org/learn/fixing-healthcare-delivery-advanced-lean,beginner level,5500,lean or toyota production system tps is responsible for revolutionizing the auto industry by creating highly reliable and safe cars and trucks in this course healthcare providers administrators engineers and healthcare professional students will be taught how to apply the principles and tools of lean to health care they will learn how to identify and remove of waste design standardized work apply 5s map value streams create process maps conduct rapid improvement events ries level workflow use a3 forms and paredo charts apply error proofing and create effective visual controls the instructional videos minimize lean technical language and include patient cases to make the lessons more appealing to students in healthcare acknowledging that patients are very different from cars we have carefully adapted lean to health care and call our system patient centered healthcare delivery system phds the name and abbreviation emphasize two key principles taught in our course 1 just like phds the scientific method must be continually applied when creating plans to improve our systems of care 2 all improvements must be made looking through the eyes of patients armed with this new knowledge students will be able to design and implement sustainable healthcare delivery system improvements fantastic delivery of content and practical exercises i got a lot out of this course great videos and exercises to practice what you learned excellent course to learn with more practical insights,"['Patient Safety', 'Patient Flow', 'Health Systems', 'Scientific Methods', 'Systems Analysis', 'Continuous Quality Improvement (CQI)', 'Lean Methodologies', 'Health Care', 'Health Care Administration']",2.0,6.0,health,english,1,5611.0
Infection Prevention in Nursing Homes,The University of North Carolina at Chapel Hill,4.8,https://www.coursera.org/learn/infection-prevention,beginner level,4800,learn about the role of environment in disease transmission and how to implement standard and transmission based precautions to prevent the spread of antibiotic resistant bacteria and other infections in your facility a highly informative course that has developed my understanding and knowledge of infection prevention in nursing homes which i can implement into my medical studies infection prevention gave me an extra boost to test my knowledge at this age 50 and test my learning skills and my abelites to go further it was interesting to get my skill qualification and training with coursera i am very happy and recommended anyone who wants to join with coursera this course has high motivation,"['Urology', 'Sanitation', 'Patient Safety', 'Infection Control', 'Public Health and Disease Prevention', 'Epidemiology', 'Cleanliness', 'Infectious Diseases', 'Preventative Care', 'Nursing Homes']",2.0,5.0,health,english,1,28465.0
Business Process Management in Healthcare Organizations,Rutgers the State University of New Jersey,4.6,https://www.coursera.org/learn/business-process-management-in-healthcare-organizations,beginner level,0,this course is part of healthcare organization operations specialization,"['Process Improvement', 'Innovation', 'Business Process Management', 'Electronic Medical Record', 'Business Writing', 'Patient Coordination', 'Entrepreneurship', 'Business Process Improvement', 'Process Design']",1.0,5.5,health,english,1,12083.0
Industrial Biotechnology,University of Manchester,4.7,https://www.coursera.org/learn/industrial-biotech,beginner level,5500,fossil fuels have been the primary energy source for society since the industrial revolution they provide the raw material for the manufacture of many everyday products that we take for granted including pharmaceuticals food and drink materials plastics and personal care as the 21st century progresses we need solutions for the manufacture of chemicals that are smarter more predictable and more sustainable industrial biotechnology is changing how we manufacture chemicals and materials as well as providing us with a source of renewable energy it is at the core of sustainable manufacturing processes and an attractive alternative to traditional manufacturing technologies to commercially advance and transform priority industrial sectors yielding more and more viable solutions for our environment in the form of new chemicals new materials and bioenergy this course will cover the key enabling technologies that underpin biotechnology research including enzyme discovery and engineering systems and synthetic biology and biochemical and process engineering much of this material will be delivered through lectures to ensure that you have a solid foundation in these key areas we will also consider the wider issues involved in sustainable manufacturing including responsible research innovation and bioethics in the second part of the course we will look at how these technologies translate into real world applications which benefit society and impact our everyday lives this will include input from our industry stakeholders and collaborators working in the pharmaceutical chemicals and biofuels industries by the end of this course you will be able to 1 understand enzymatic function and catalysis 2 explain the technologies and methodologies underpinning systems and synthetic biology 3 explain the diversity of synthetic biology application and discuss the different ethical and regulatory governance challenges involved in this research 4 understand the principles and role of bioprocessing and biochemical engineering in industrial biotechnology 5 have an informed discussion of the key enabling technologies underpinning research in industrial biotechnology 6 give examples of industrial biotechnology products and processes and their application in healthcare agriculture fine chemicals energy and the environment very informative and very well organised course and it really helped me provide a good insight into the world of biotechnology the applications in the health sector and its potential in the future everything was way so good i have some critics on the certificate the logo of manchester university is cut uncomplete can i have a request for coursera to fix it up thank you so much in advance great course im a chemical engineering applying for master s in chemical biotechnology this course really helped in understanding the basics of this amazing field thanks guys humans are awesome,"['Process Development', 'Life Sciences', 'Chemical Engineering', 'Molecular Biology', 'Microbiology', 'Biology', 'Manufacturing Processes', 'Biochemistry', 'Process Engineering', 'Bioinformatics']",1.0,5.5,health,english,1,131352.0
"Global Health Security, Solidarity and Sustainability through the International Health Regulations",University of Geneva,4.7,https://www.coursera.org/learn/international-health-regulations,intermediate level,3800,history and goals of the ihr,"['International Relations', 'Environment Health And Safety', 'Program Evaluation', 'Governance', 'Health Systems', 'Public Health and Disease Prevention', 'Emergency Response', 'Infectious Diseases']",2.0,25.0,health,english,1,8384.0
Introduction to Breast Cancer,Yale University,4.9,https://www.coursera.org/learn/breast-cancer-causes-prevention,beginner level,0,welcome to an introduction to breast cancer in this course we ll learn a bit about the leading cause of cancer in women worldwide from the basic biology of the disease to risk factors and prevention to treatment modalities to survivorship we ll talk to leading experts explore some of the milestone studies that have pushed this field forward and have interactive discussions on discussion boards and social media you ll even have an opportunity to let us know what topics you want to cover on tweetchats so we can try to make the content fit your interests there is something in this course for everyone if you re a breast cancer survivor or the friend family member of someone with this disease this course will help you to better understand this disease and give you ideas for questions you may want to ask your doctor maybe you re a healthcare provider or studying to be the same this course is a great refresher on where the state of the science is if you re a healthcare administrator wondering about how the interdisciplinary components of breast cancer care fit together or an entrepreneur thinking about unmet needs in this space or someone in public health interested in prevention this course is also for you are you ready to learn a lot and have some fun while we re at it if so i hope you ll join us let s get started congratulations to the team at yale dr anees chagpar brilliant engaging lecturer it was a fun laerning with you thankyou so very much i have gained more than what i expected from the course an excellent course on breast cancer learned a lot about breast cancer its stages various treatments of breast cancer types of surgical methods chemotherapy etc etc just perfect it was perfect from every aspect it had surgery radiotherapy medicine genetics and clinical trials also the most important the is the professor she was amazing,"['Patient Education and Support', 'Clinical Trials', 'Maternal Health', 'Risk Analysis', 'Oncology', 'General Medical Tests and Procedures', 'Surgery', 'Epidemiology', 'Biology', 'Patient Treatment', 'Care Management']",1.0,5.5,health,english,1,59360.0
Fundamentals of Immunology: Dueling with Pathogens and Cancer,Rice University,4.8,https://www.coursera.org/learn/immunologyduelingwithpathogensandcancer,beginner level,0,this course is part of fundamentals of immunology specialization,"['Emerging Technologies', 'Oncology', 'Molecular Biology', 'Microbiology', 'Public Health', 'Biology', 'Infectious Diseases', 'Preventative Care', 'Pharmacology']",2.0,6.0,health,english,1,7902.0
Getting started in cryo-EM,Caltech,4.9,https://www.coursera.org/learn/cryo-em,beginner level,3200,this class covers the fundamental principles underlying cryo electron microscopy cryo em starting with the basic anatomy of electron microscopes an introduction to fourier transforms and the principles of image formation building upon that foundation the class then covers the sample preparation issues data collection strategies and basic image processing workflows for all 3 basic modalities of modern cryo em tomography single particle analysis and 2 d crystallography philosophy the course emphasizes concepts rather than mathematical details taught through numerous drawings and example images it is meant for anyone interested in the burgeoning fields of cryo em and 3 d em including cell biologists or molecular biologists without extensive training in mathematics or imaging physics and practicing electron microscopists who want to broaden their understanding of the field the class is perfect as a primer for anyone who is about to be trained as a cryo electron microscopist or for anyone who needs an introduction to the field to be able to understand the literature or the talks and conversations they will hear at cryo em meetings pre requisites the recommended prerequisites are college freshman level math physics and biochemistry pace there are 14 5 hours of lecture videos total separated into 40 individual modules lasting on average 20 minutes each each module has at the end a list of concept check questions you can use to test your knowledge of what was presented as the modules are grouped into seven major subjects one reasonable plan would be to go through one major subject each day that would mean watching a couple hours of lecture and spending another hour or so thinking through the concept check questions each day for a week another reasonable plan would be to go through one module each day for a little over a month or even three modules a week monday wednesday and friday for a 3 month term it is likely that as you then move on to actually begin using a cryo em or otherwise engage in the field you will want to repeat certain modules really good introduction to cryo em and em in general an excellent introduction to the topic explaining from the basics to the detail of things useful and recommended to anyone in structural biology it is great a course for all the information one need to have on electron microscopy from the basic knowledge to cryo electron,"['Medical Imaging', 'Laboratory Equipment', 'Physics', '3D Modeling', 'Molecular, Cellular, and Microbiology', 'Image Analysis', 'Mathematical Modeling', 'Biochemistry', 'Scientific Visualization']",2.0,6.0,health,english,0,24074.0
An Introduction to Global Health,University of Copenhagen,4.8,https://www.coursera.org/learn/global-health-introduction,beginner level,5100,this course will provide you with an overview of the most important health challenges facing the world today you will gain insight into how challenges have changed over time we will discuss the likely determinants of such changes and examine future projections successful international strategies and programs promoting human health will be highlighted and global health governance structures will be mapped and the role of the key actors explored the course was very informative i personally got to know many different things about various diseases and how they are tackled all around the world the best online course ever very interesting engaging and insightful if you have no previous knowledge on global health it allows you to learn about very different topics great course i will keep in touch with the research of the university of copenhagen through their newsletter hope our paths cross again thank you,"['Nutrition and Diet', 'Sanitation', 'Health Disparities', 'Maternal Health', 'Community Health', 'Health Policy', 'Chronic Diseases', 'Water Resources', 'Epidemiology', 'Environmental Issue', 'Mental Health']",3.0,9.333333333333334,health,english,1,34069.0
Social Psychology,Wesleyan University,4.7,https://www.coursera.org/learn/social-psychology,beginner level,4000,ever wonder why people do what they do this coursewhich includes more than 1 000 of video and reading materialsoffers some answers based on the latest research from social psychology students taking the course for a certificate will also receive free membership in social psychology network socialpsychology org course description from professor plous each of us is dealt a different hand in life but we all face similar questions when it comes to human behavior what leads us to like one person and dislike another how do conflicts and prejudices develop and how can they be reduced can psychological research help protect the environment and if so how this course offers a brief introduction to classic and contemporary social psychology covering topics such as decision making persuasion group behavior personal attraction and factors that promote health and well being our focus will be on surprising entertaining and intriguing research findings that are easy to apply in daily life the course will also draw from the websites of social psychology network the world s largest online community devoted to social psychology i hope you ll join me for this course have fun and learn some useful information that enriches your life very interesting subjects and very helpful in explaining surrounding most experienced human behaviors it s easy to reschedule course assignments dues it was my pleasure to attend this course i believe that every student needs to take this course regardless of the student s major i thank god that i took the course i am grateful for the financial aid that enabled me to take the course absolutely loved this course great material and learning resources would highly recommend to anyone interested in an intro course to social psychology professor plous is a fantastic teacher,"['Research', 'Psychology', 'Experimentation', 'Interpersonal Communications', 'Cultural Diversity', 'Conflict Management', 'Persuasive Communication', 'Behavior Management', 'Ethical Standards And Conduct']",2.0,6.0,health,english,1,701679.0
Sustainable Construction in a Circular Economy,"Parsons School of Design, The New School",5.0,https://www.coursera.org/learn/sustainable-construction-in-a-circular-economy,intermediate level,4700,this course is part of healthier materials and sustainable building specialization,"['Construction Management', 'Digital Transformation', 'Construction', 'Environment and Resource Management', 'Civil Engineering', 'Building Design', 'Architectural Engineering', 'Design Thinking']",1.0,5.5,health,english,1,0.0
Foundations of Public Health Practice: The Public Health Toolkit,Imperial College London,4.6,https://www.coursera.org/learn/the-public-health-toolkit,beginner level,2900,this course is part of foundations of public health practice specialization,"['Program Evaluation', 'Data Literacy', 'Report Writing', 'Health Policy', 'Data Analysis', 'Public Health', 'Health Assessment', 'Epidemiology', 'Data Collection', 'Intelligence Collection and Analysis']",1.0,5.5,health,english,1,7397.0
Bacterial Bioinformatics,University of Virginia,4.7,https://www.coursera.org/learn/informatics,intermediate level,5200,learn how to assemble a bacterial genome,"['Data Import/Export', 'File Management', 'Molecular Biology', 'Microbiology', 'Taxonomy', 'Data Storage', 'Command-Line Interface', 'Bioinformatics', 'Data Integration', 'Scientific Visualization']",1.0,5.5,health,english,0,19340.0
Depressive and Bipolar Disorders,American Psychological Association,4.8,https://www.coursera.org/learn/depressive-and-bipolar-disorders,beginner level,2900,this course is part of psychology of anxiety mood substance use and addictive behaviors specialization,"['Psychological Evaluations', 'Psychiatry', 'Clinical Psychology', 'Psychotherapy', 'Cultural Diversity', 'Demography', 'Mental Health', 'Mental Health Diseases and Disorders', 'Behavioral Health']",1.0,5.5,health,english,1,4848.0
Easing Physical Symptoms: It's Not Just Hospice Anymore,University of Colorado System,4.9,https://www.coursera.org/learn/easing-physical-symptoms,beginner level,4800,this course is part of palliative care it s not just hospice anymore specialization,"['Nutrition and Diet', 'Patient Evaluation', 'Chronic Diseases', 'Health Assessment', 'Mental and Behavioral Health', 'Patient Treatment', 'Caregiving', 'Geriatrics', 'Pharmacology', 'Patient Education And Counseling']",1.0,5.5,health,english,1,4141.0
Surveillance Systems: The Building Blocks,Johns Hopkins University,4.8,https://www.coursera.org/learn/epidemiology-surveillance-systems,beginner level,0,this course is part of epidemiology in public health practice specialization,"['Program Evaluation', 'Health Systems', 'Health Policy', 'Public Health and Disease Prevention', 'Public Health', 'Epidemiology', 'Trend Analysis', 'Data Collection', 'Infectious Diseases', 'Surveys']",2.0,5.0,health,english,1,12395.0
"Mental Health Development, Difficulties, and Disorders",MedCerts,4.8,https://www.coursera.org/learn/mental-health-development-difficulties-and-disorders,beginner level,5800,this course is part of mental health care fundamentals specialization,"['Child Development', 'Mental Health Therapies', 'Psychology', 'Human Development', 'Working With Children', 'Mental Health', 'Geriatrics', 'Mental Health Diseases and Disorders', 'Behavioral Health', 'Pediatrics']",2.0,7.0,health,english,1,0.0
Career 911: Your Future Job in Medicine and Healthcare,Northwestern University,4.5,https://www.coursera.org/learn/healthcarejobs,beginner level,0,this course aims to help high school students recent graduates and those considering career transitions explore health care career options and learn strategies for entry into the health care workforce and health related fields there are lots of amazing job opportunities in medicine and healthcare join us as we share the strategies and secrets for getting those jobs this course will introduce you to healthcare professions help you map a path towards a health career and impart skills relevant for any career including articulating your personal story resume and cover letter writing job search interviewing professional networking and professional communications in this course you will hear the personal stories experiences and journeys of dozens of people who work in health related careers you will also have the opportunity to connect with a supportive community of students mentors and health care professionals to explore your interests find resources and discover exciting new opportunities the course features more than 50 different guests and lecturers including northwestern university faculty from feinberg school of medicine the kellogg school of management the medill school of journalism media integrated marketing communications the school of professional studies weinberg college of arts and sciences and the school of communication the course is also a resource and tool through which educators parents career counselors and others can support students career readiness and professional advancement this course has a lot of useful information for beginners and makes you practice important job hunting skills this course was very helpful every person who participate in this course specially the professor was amazing explaining every point and theme i learn so much this course is nice and every medical student should do it,"['Professional Development', 'Communication', 'Leadership', 'Verbal Communication Skills', 'Healthcare Industry Knowledge', 'Public Speaking', 'Personal Development', 'Relationship Building']",2.0,6.0,health,english,1,29291.0
